date,year,region,category,commodity,unit,pricetype,currency,price,price_zscore
2021-12-15,2021,REGION VIII,vegetables and fruits,Garlic,KG,Retail,PHP,140.88,0.21545044586151638
2021-12-15,2021,REGION VIII,vegetables and fruits,Ginger,KG,Retail,PHP,102.94,-0.19306644100502338
2021-12-15,2021,REGION VIII,vegetables and fruits,Mangoes (carabao),KG,Retail,PHP,131.61,0.1156362249534295
2021-12-15,2021,REGION VIII,vegetables and fruits,Squashes,KG,Retail,PHP,32.04,-0.9564783355447617
2021-12-15,2021,REGION VIII,vegetables and fruits,Tomatoes,KG,Retail,PHP,67.84,-0.5710037823074889
2021-12-15,2021,REGION VIII,cereals and tubers,"Rice (regular, milled)",KG,Retail,PHP,40.8,-0.8621555119034626
2021-12-15,2021,REGION VIII,cereals and tubers,Semolina (white),KG,Retail,PHP,36.18,-0.9119011106731887
2021-12-15,2021,REGION VIII,"meat, fish and eggs",Crab,KG,Retail,PHP,330.88,2.2612651138805613
2021-12-15,2021,REGION VIII,"meat, fish and eggs",Fish (roundscad),KG,Retail,PHP,179.82,0.634734778349209
2021-12-15,2021,REGION VIII,"meat, fish and eggs",Fish (slipmouth),KG,Retail,PHP,176.56,0.5996329056242508
2021-12-15,2021,REGION VIII,"meat, fish and eggs","Meat (chicken, whole)",KG,Retail,PHP,183.07,0.6697289766179558
2021-12-15,2021,REGION VIII,"meat, fish and eggs",Meat (pork),KG,Retail,PHP,329.73,2.248882551416236
2021-12-15,2021,REGION VIII,"meat, fish and eggs",Shrimp (tiger),KG,Retail,PHP,352.02,2.4888889143117328
2021-12-15,2021,REGION VIII,pulses and nuts,Beans (mung),KG,Retail,PHP,130.48,0.1034690114015265
2021-12-15,2021,REGION VIII,pulses and nuts,Groundnuts (unshelled),KG,Retail,PHP,95,-0.27855995923697713
2021-12-15,2021,REGION VIII,vegetables and fruits,Bottle gourd,KG,Retail,PHP,64.33,-0.6087975164377356
2021-12-15,2021,REGION VIII,vegetables and fruits,Cabbage (chinese),KG,Retail,PHP,92.06,-0.31021624936316655
2021-12-15,2021,REGION VIII,vegetables and fruits,Carrots,KG,Retail,PHP,104.53,-0.1759462024673903
2021-12-15,2021,REGION VIII,vegetables and fruits,Choko,KG,Retail,PHP,42.5,-0.8438508543475026
2021-12-15,2021,REGION VIII,vegetables and fruits,Eggplants,KG,Retail,PHP,69.05,-0.5579751731058941
2021-12-15,2021,REGION VIII,vegetables and fruits,Squashes,KG,Retail,PHP,47.5,-0.7900136262417383
2021-12-15,2021,REGION VIII,vegetables and fruits,Water spinach,KG,Retail,PHP,30.15,-0.9768288077687405
2021-12-15,2021,REGION VIII,cereals and tubers,"Rice (regular, milled)",KG,Retail,PHP,36.04,-0.9134085530601502
2021-12-15,2021,REGION VIII,cereals and tubers,Rice (special),KG,Retail,PHP,47.38,-0.7913057197162767
2021-12-15,2021,REGION VIII,"meat, fish and eggs",Crab,KG,Retail,PHP,274.99,1.6594725781143276
2021-12-15,2021,REGION VIII,"meat, fish and eggs",Eggs,Unit,Retail,PHP,7.5,-1.220711451087853
2021-12-15,2021,REGION VIII,"meat, fish and eggs",Fish (milkfish),KG,Retail,PHP,201.14,0.8642967189921881
2021-12-15,2021,REGION VIII,"meat, fish and eggs",Fish (roundscad),KG,Retail,PHP,193.87,0.786017389326407
2021-12-15,2021,REGION VIII,"meat, fish and eggs",Fish (slipmouth),KG,Retail,PHP,146.27,0.2734869777595305
2021-12-15,2021,REGION VIII,"meat, fish and eggs","Meat (beef, chops with bones)",KG,Retail,PHP,274.85,1.6579651357273664
2021-12-15,2021,REGION VIII,"meat, fish and eggs","Meat (chicken, whole)",KG,Retail,PHP,172.49,0.5558094019461587
2021-12-15,2021,REGION VIII,"meat, fish and eggs",Meat (pork),KG,Retail,PHP,308.07,2.0156596792620642
2021-12-15,2021,REGION VIII,"meat, fish and eggs","Meat (pork, with bones)",KG,Retail,PHP,263.03,1.530693928485339
2021-12-15,2021,REGION VIII,"meat, fish and eggs",Shrimp (tiger),KG,Retail,PHP,366.24,2.642001991044527
2021-12-15,2021,REGION VIII,pulses and nuts,Beans (mung),KG,Retail,PHP,96.15,-0.2661773967726513
2021-12-15,2021,REGION VIII,vegetables and fruits,Bananas (lakatan),KG,Retail,PHP,76.94,-0.4730200271549979
2021-12-15,2021,REGION VIII,vegetables and fruits,Beans (string),KG,Retail,PHP,99.05,-0.23495180447130803
2021-12-15,2021,REGION VIII,vegetables and fruits,Cabbage,KG,Retail,PHP,120,-0.009373818708155436
2021-12-15,2021,REGION VIII,vegetables and fruits,Carrots,KG,Retail,PHP,122.54,0.017975493169572913
2021-12-15,2021,REGION VIII,vegetables and fruits,Coconut,KG,Retail,PHP,24.38,-1.0389569690027927
2021-12-15,2021,REGION VIII,vegetables and fruits,Squashes,KG,Retail,PHP,45.53,-0.8112254941154095
2021-12-15,2021,REGION VIII,vegetables and fruits,Tomatoes,KG,Retail,PHP,95,-0.27855995923697713
2021-12-15,2021,REGION VIII,cereals and tubers,"Rice (regular, milled)",KG,Retail,PHP,38.28,-0.8892894748687677
2021-12-15,2021,REGION VIII,cereals and tubers,Rice (special),KG,Retail,PHP,54.28,-0.7170103449303219
2021-12-15,2021,REGION VIII,cereals and tubers,Rice (well milled),KG,Retail,PHP,40.79,-0.8622631863596741
2021-12-15,2021,REGION VIII,"meat, fish and eggs",Anchovies,KG,Retail,PHP,105,-0.17088550302544844
2021-12-15,2021,REGION VIII,"meat, fish and eggs",Crab,KG,Retail,PHP,247.51,1.3635831724450467
2021-12-15,2021,REGION VIII,"meat, fish and eggs",Eggs,Unit,Retail,PHP,7.82,-1.2172658684890842
2021-12-15,2021,REGION VIII,"meat, fish and eggs",Eggs (duck),Unit,Retail,PHP,7.88,-1.216619821751815
2021-12-15,2021,REGION VIII,"meat, fish and eggs",Fish (milkfish),KG,Retail,PHP,208.76,0.946344654625373
2021-12-15,2021,REGION VIII,"meat, fish and eggs",Fish (roundscad),KG,Retail,PHP,170.01,0.5291061368056994
2021-12-15,2021,REGION VIII,"meat, fish and eggs",Fish (tilapia),KG,Retail,PHP,184.91,0.6895410765608772
2021-12-15,2021,REGION VIII,"meat, fish and eggs","Meat (beef, chops with bones)",KG,Retail,PHP,337.5,2.3325456038925934
2021-12-15,2021,REGION VIII,"meat, fish and eggs","Meat (chicken, whole)",KG,Retail,PHP,151.88,0.33389234769419796
2021-12-15,2021,REGION VIII,"meat, fish and eggs",Meat (pork),KG,Retail,PHP,288.75,1.807632629861391
2021-12-15,2021,REGION VIII,"meat, fish and eggs","Meat (pork, with bones)",KG,Retail,PHP,260,1.498068568253246
2021-12-15,2021,REGION VIII,pulses and nuts,Beans (mung),KG,Retail,PHP,95.63,-0.27177646849565085
2021-12-15,2021,REGION VIII,vegetables and fruits,Cabbage,KG,Retail,PHP,100,-0.22472273113121277
2021-12-15,2021,REGION VIII,vegetables and fruits,Carrots,KG,Retail,PHP,126.25,0.05792271642404999
2021-12-15,2021,REGION VIII,vegetables and fruits,Choko,KG,Retail,PHP,41.25,-0.8573101613739438
2021-12-15,2021,REGION VIII,vegetables and fruits,Coconut,KG,Retail,PHP,20.25,-1.083426519418154
2021-12-15,2021,REGION VIII,vegetables and fruits,Mandarins,KG,Retail,PHP,55.91,-0.6994594085678427
2021-12-15,2021,REGION VIII,vegetables and fruits,Mangoes (carabao),KG,Retail,PHP,128.75,0.08484133047693215
2021-12-15,2021,REGION VIII,vegetables and fruits,Onions (red),KG,Retail,PHP,181.84,0.6564850185039379
2021-12-15,2021,REGION VIII,vegetables and fruits,Pineapples,KG,Retail,PHP,60.03,-0.6550975326086929
2021-12-15,2021,REGION VIII,vegetables and fruits,Squashes,KG,Retail,PHP,37.5,-0.897688082453267
2021-12-15,2021,REGION VIII,vegetables and fruits,Tomatoes,KG,Retail,PHP,51.25,-0.7496357051624151
2021-12-15,2021,REGION VIII,cereals and tubers,"Rice (regular, milled)",KG,Retail,PHP,42.25,-0.8465427157527908
2021-12-15,2021,REGION VIII,cereals and tubers,Rice (well milled),KG,Retail,PHP,45,-0.8169322402946205
2021-12-15,2021,REGION VIII,"meat, fish and eggs",Eggs,Unit,Retail,PHP,7.88,-1.216619821751815
2021-12-15,2021,REGION VIII,"meat, fish and eggs",Fish (milkfish),KG,Retail,PHP,199.6,0.8477148527356128
2021-12-15,2021,REGION VIII,"meat, fish and eggs",Fish (roundscad),KG,Retail,PHP,214.65,1.0097649093339636
2021-12-15,2021,REGION VIII,"meat, fish and eggs",Fish (slipmouth),KG,Retail,PHP,88.21,-0.3516709150046052
2021-12-15,2021,REGION VIII,"meat, fish and eggs",Fish (tilapia),KG,Retail,PHP,178.84,0.6241826816404793
2021-12-15,2021,REGION VIII,"meat, fish and eggs",Meat (beef),KG,Retail,PHP,346.88,2.433544243819007
2021-12-15,2021,REGION VIII,"meat, fish and eggs","Meat (beef, chops with bones)",KG,Retail,PHP,256.88,1.464474137915249
2021-12-15,2021,REGION VIII,"meat, fish and eggs","Meat (chicken, whole)",KG,Retail,PHP,169.89,0.527814043331161
2021-12-15,2021,REGION VIII,"meat, fish and eggs",Meat (pork),KG,Retail,PHP,268.75,1.5922837174383335
2021-12-15,2021,REGION VIII,pulses and nuts,Beans (mung),KG,Retail,PHP,84.27,-0.39409465075194744
2021-12-15,2021,REGION VIII,pulses and nuts,Groundnuts (shelled),KG,Retail,PHP,232.5,1.2019638136715423
2021-12-15,2021,REGION VIII,vegetables and fruits,"Beans (green, fresh)",KG,Retail,PHP,90.53,-0.3266904411635304
2021-12-15,2021,REGION VIII,vegetables and fruits,Bitter melon,KG,Retail,PHP,82.5,-0.413153029501388
2021-12-15,2021,REGION VIII,vegetables and fruits,Cabbage (chinese),KG,Retail,PHP,60.22,-0.6530517179406738
2021-12-15,2021,REGION VIII,vegetables and fruits,Carrots,KG,Retail,PHP,85.39,-0.3820351116562562
2021-12-15,2021,REGION VIII,vegetables and fruits,Eggplants,KG,Retail,PHP,61.25,-0.6419612489508864
2021-12-15,2021,REGION VIII,vegetables and fruits,Squashes,KG,Retail,PHP,26.63,-1.0147302163551988
2021-12-15,2021,REGION VIII,vegetables and fruits,Tomatoes,KG,Retail,PHP,45.92,-0.8070261903231598
2021-12-15,2021,REGION X,cereals and tubers,"Rice (regular, milled)",KG,Retail,PHP,38.19,-0.8902585449746715
2021-12-15,2021,REGION X,cereals and tubers,Rice (well milled),KG,Retail,PHP,40.19,-0.8687236537323658
2021-12-15,2021,REGION X,"meat, fish and eggs",Eggs,Unit,Retail,PHP,7.63,-1.2193116831571031
2021-12-15,2021,REGION X,"meat, fish and eggs",Fish (roundscad),KG,Retail,PHP,175.63,0.5896191811965785
2021-12-15,2021,REGION X,"meat, fish and eggs",Fish (tilapia),KG,Retail,PHP,175.2,0.5849891795794827
2021-12-15,2021,REGION X,"meat, fish and eggs",Meat (beef),KG,Retail,PHP,332.8,2.281938609473175
2021-12-15,2021,REGION X,"meat, fish and eggs","Meat (pork, with bones)",KG,Retail,PHP,246.25,1.350016190962394
2021-12-15,2021,REGION X,pulses and nuts,Beans (mung),KG,Retail,PHP,111.88,-0.09680547715191677
2021-12-15,2021,REGION X,vegetables and fruits,Bananas (lakatan),KG,Retail,PHP,40.7,-0.8632322564655778
2021-12-15,2021,REGION X,vegetables and fruits,Bitter melon,KG,Retail,PHP,61.94,-0.6345317114722909
2021-12-15,2021,REGION X,vegetables and fruits,Bottle gourd,KG,Retail,PHP,33.75,-0.9380660035325903
2021-12-15,2021,REGION X,vegetables and fruits,Cabbage,KG,Retail,PHP,58.29,-0.6738328879894989
2021-12-15,2021,REGION X,vegetables and fruits,Cabbage (chinese),KG,Retail,PHP,57.04,-0.68729219501594
2021-12-15,2021,REGION X,vegetables and fruits,Carrots,KG,Retail,PHP,53.91,-0.7209942998101485
2021-12-15,2021,REGION X,vegetables and fruits,Choko,KG,Retail,PHP,20.31,-1.0827804726808847
2021-12-15,2021,REGION X,vegetables and fruits,Ginger,KG,Retail,PHP,102.5,-0.19780411707833062
2021-12-15,2021,REGION X,vegetables and fruits,Squashes,KG,Retail,PHP,18.75,-1.0995776878498833
2021-12-15,2021,REGION X,vegetables and fruits,Tomatoes,KG,Retail,PHP,51.05,-0.7517891942866457
2021-12-15,2021,REGION X,cereals and tubers,Rice (special),KG,Retail,PHP,45.28,-0.8139173555206977
2021-12-15,2021,REGION X,cereals and tubers,Rice (well milled),KG,Retail,PHP,43.92,-0.8285610815654656
2021-12-15,2021,REGION X,"meat, fish and eggs",Anchovies,KG,Retail,PHP,129.56,0.093562961430066
2021-12-15,2021,REGION X,"meat, fish and eggs",Crab,KG,Retail,PHP,260,1.498068568253246
2021-12-15,2021,REGION X,"meat, fish and eggs",Eggs,Unit,Retail,PHP,7.5,-1.220711451087853
2021-12-15,2021,REGION X,"meat, fish and eggs",Fish (milkfish),KG,Retail,PHP,194.2,0.7895706463813872
2021-12-15,2021,REGION X,"meat, fish and eggs",Fish (roundscad),KG,Retail,PHP,152.16,0.33690723246812077
2021-12-15,2021,REGION X,"meat, fish and eggs","Meat (chicken, whole)",KG,Retail,PHP,210,0.9596962871956026
2021-12-15,2021,REGION X,"meat, fish and eggs","Meat (pork, with bones)",KG,Retail,PHP,213.53,0.9977053702382722
2021-12-15,2021,REGION X,"meat, fish and eggs",Shrimp (tiger),KG,Retail,PHP,386.67,2.86198090508468
2021-12-15,2021,REGION X,pulses and nuts,Beans (mung),KG,Retail,PHP,116.67,-0.04522941262659447
2021-12-15,2021,REGION X,vegetables and fruits,Bitter melon,KG,Retail,PHP,90.41,-0.3279825346380688
2021-12-15,2021,REGION X,vegetables and fruits,Calamansi,KG,Retail,PHP,77.36,-0.4684976999941137
2021-12-15,2021,REGION X,vegetables and fruits,Carrots,KG,Retail,PHP,94.77,-0.2810364717298423
2021-12-15,2021,REGION X,vegetables and fruits,Eggplants,KG,Retail,PHP,85,-0.3862344154485058
2021-12-15,2021,REGION X,vegetables and fruits,Garlic,KG,Retail,PHP,157.37,0.39300562415432727
2021-12-15,2021,REGION X,vegetables and fruits,Ginger,KG,Retail,PHP,126.09,0.05619992512466556
2021-12-15,2021,REGION X,vegetables and fruits,Mangoes (carabao),KG,Retail,PHP,122.37,0.016145027413976908
2021-12-15,2021,REGION X,vegetables and fruits,Onions (red),KG,Retail,PHP,233.13,1.2087473044128685
2021-12-15,2021,REGION X,cereals and tubers,"Rice (regular, milled)",KG,Retail,PHP,35.74,-0.9166387867464959
2021-12-15,2021,REGION X,cereals and tubers,Rice (special),KG,Retail,PHP,42.65,-0.8422357375043297
2021-12-15,2021,REGION X,cereals and tubers,Rice (well milled),KG,Retail,PHP,38.41,-0.8878897069380179
2021-12-15,2021,REGION X,"meat, fish and eggs",Anchovies,KG,Retail,PHP,157.71,0.3966665556655193
2021-12-15,2021,REGION X,"meat, fish and eggs",Fish (milkfish),KG,Retail,PHP,179.66,0.6330119870498246
2021-12-15,2021,REGION X,"meat, fish and eggs",Fish (roundscad),KG,Retail,PHP,155.8,0.37610073452911735
2021-12-15,2021,REGION X,"meat, fish and eggs",Meat (beef),KG,Retail,PHP,328.75,2.238330454707506
2021-12-15,2021,REGION X,"meat, fish and eggs","Meat (chicken, whole)",KG,Retail,PHP,163.87,0.4629940206918209
2021-12-15,2021,REGION X,"meat, fish and eggs",Meat (pork),KG,Retail,PHP,253.13,1.4240962168359257
2021-12-15,2021,REGION X,pulses and nuts,Beans (mung),KG,Retail,PHP,102.41,-0.19877318718423442
2021-12-15,2021,REGION X,pulses and nuts,Groundnuts (shelled),KG,Retail,PHP,91.27,-0.31872253140387735
2021-12-15,2021,REGION X,vegetables and fruits,Bananas (saba),KG,Retail,PHP,19.63,-1.0901023357032689
2021-12-15,2021,REGION X,vegetables and fruits,Beans (string),KG,Retail,PHP,35.51,-0.9191152992393613
2021-12-15,2021,REGION X,vegetables and fruits,Bottle gourd,KG,Retail,PHP,30.2,-0.9762904354876829
2021-12-15,2021,REGION X,vegetables and fruits,Cabbage,KG,Retail,PHP,56.08,-0.6976289428122467
2021-12-15,2021,REGION X,vegetables and fruits,Calamansi,KG,Retail,PHP,33.75,-0.9380660035325903
2021-12-15,2021,REGION X,vegetables and fruits,Coconut,KG,Retail,PHP,22.5,-1.05919976677056
2021-12-15,2021,REGION X,vegetables and fruits,Eggplants,KG,Retail,PHP,40.82,-0.8619401629910396
2021-12-15,2021,REGION X,vegetables and fruits,Mangoes (carabao),KG,Retail,PHP,103.33,-0.18886713721277376
2021-12-15,2021,REGION X,vegetables and fruits,Onions (red),KG,Retail,PHP,202.1,0.874633466788495
2021-12-15,2021,REGION X,cereals and tubers,Maize (white),KG,Retail,PHP,29.75,-0.9811357860172017
2021-12-15,2021,REGION X,cereals and tubers,Rice (well milled),KG,Retail,PHP,41.62,-0.8533262064941172
2021-12-15,2021,REGION X,"meat, fish and eggs",Anchovies,KG,Retail,PHP,138.29,0.18756276170273042
2021-12-15,2021,REGION X,"meat, fish and eggs",Crab,KG,Retail,PHP,267.88,1.5829160397479305
2021-12-15,2021,REGION X,"meat, fish and eggs",Fish (roundscad),KG,Retail,PHP,180,0.6366729185610166
2021-12-15,2021,REGION X,"meat, fish and eggs",Fish (tilapia),KG,Retail,PHP,116.72,-0.04469104034553685
2021-12-15,2021,REGION X,"meat, fish and eggs",Meat (beef),KG,Retail,PHP,370.21,2.6847487501605034
2021-12-15,2021,REGION X,"meat, fish and eggs","Meat (beef, chops with bones)",KG,Retail,PHP,280.74,1.7213853904359566
2021-12-15,2021,REGION X,"meat, fish and eggs",Meat (pork),KG,Retail,PHP,264.61,1.547706492566761
2021-12-15,2021,REGION X,pulses and nuts,Beans (mung),KG,Retail,PHP,101.72,-0.20620272466282988
2021-12-15,2021,REGION X,vegetables and fruits,Bananas (saba),KG,Retail,PHP,29.82,-0.9803820648237211
2021-12-15,2021,REGION X,vegetables and fruits,"Beans (green, fresh)",KG,Retail,PHP,65.55,-0.5956612327799291
2021-12-15,2021,REGION X,vegetables and fruits,Beans (string),KG,Retail,PHP,46.77,-0.7978738615451798
2021-12-15,2021,REGION X,vegetables and fruits,Bitter melon,KG,Retail,PHP,80.18,-0.43813350334246254
2021-12-15,2021,REGION X,vegetables and fruits,Cabbage,KG,Retail,PHP,76.42,-0.47861909887799736
2021-12-15,2021,REGION X,vegetables and fruits,Cabbage (chinese),KG,Retail,PHP,75.56,-0.4878791021121888
2021-12-15,2021,REGION X,vegetables and fruits,Carrots,KG,Retail,PHP,75.82,-0.4850795662506892
2021-12-15,2021,REGION X,vegetables and fruits,Choko,KG,Retail,PHP,22.39,-1.0603841857888867
2021-12-15,2021,REGION X,vegetables and fruits,Coconut,KG,Retail,PHP,25.5,-1.0268974299071014
2021-12-15,2021,REGION X,vegetables and fruits,Squashes,KG,Retail,PHP,28.51,-0.9944874185874312
2021-12-15,2021,REGION X,cereals and tubers,"Rice (regular, milled)",KG,Retail,PHP,40.88,-0.8612941162537704
2021-12-15,2021,REGION X,cereals and tubers,Rice (special),KG,Retail,PHP,51.75,-0.7442519823518386
2021-12-15,2021,REGION X,"meat, fish and eggs",Anchovies,KG,Retail,PHP,167.13,0.4980958934167792
2021-12-15,2021,REGION X,"meat, fish and eggs",Crab,KG,Retail,PHP,294.38,1.8682533487084816
2021-12-15,2021,REGION X,"meat, fish and eggs",Eggs,Unit,Retail,PHP,6.13,-1.2354628515888324
2021-12-15,2021,REGION X,"meat, fish and eggs",Fish (milkfish),KG,Retail,PHP,197.5,0.8251032169311918
2021-12-15,2021,REGION X,"meat, fish and eggs",Fish (roundscad),KG,Retail,PHP,192.5,0.7712659888254274
2021-12-15,2021,REGION X,"meat, fish and eggs",Fish (tilapia),KG,Retail,PHP,168,0.5074635711071822
2021-12-15,2021,REGION X,"meat, fish and eggs","Meat (beef, chops with bones)",KG,Retail,PHP,223.75,1.1077486644864545
2021-12-15,2021,REGION X,"meat, fish and eggs","Meat (chicken, whole)",KG,Retail,PHP,174.38,0.5761598741701375
2021-12-15,2021,REGION X,"meat, fish and eggs","Meat (pork, with bones)",KG,Retail,PHP,214.75,1.0108416538960787
2021-12-15,2021,REGION X,pulses and nuts,Beans (mung),KG,Retail,PHP,96.48,-0.26262413971767085
2021-12-15,2021,REGION X,vegetables and fruits,Bananas (latundan),KG,Retail,PHP,26.86,-1.0122537038623336
2021-12-15,2021,REGION X,vegetables and fruits,Bottle gourd,KG,Retail,PHP,43.75,-0.8303915473210616
2021-12-15,2021,REGION X,vegetables and fruits,Cabbage,KG,Retail,PHP,66.49,-0.5855398338960455
2021-12-15,2021,REGION X,vegetables and fruits,Cabbage (chinese),KG,Retail,PHP,65.74,-0.5936154181119101
2021-12-15,2021,REGION X,vegetables and fruits,Carrots,KG,Retail,PHP,58.99,-0.6662956760546919
2021-12-15,2021,REGION X,vegetables and fruits,Choko,KG,Retail,PHP,17.74,-1.1104528079272478
2021-12-15,2021,REGION X,vegetables and fruits,Coconut,KG,Retail,PHP,21.88,-1.0658755830556748
2021-12-15,2021,REGION X,vegetables and fruits,Garlic,KG,Retail,PHP,136.14,0.1644127536172517
2021-12-15,2021,REGION X,vegetables and fruits,Squashes,KG,Retail,PHP,23.75,-1.0457404597441189
2021-12-15,2021,REGION X,vegetables and fruits,Water spinach,KG,Retail,PHP,53.75,-0.7227170911095329
2021-12-15,2021,REGION XI,cereals and tubers,Taro,KG,Retail,PHP,58.13,-0.6755556792888833
2021-12-15,2021,REGION XI,"meat, fish and eggs",Anchovies,KG,Retail,PHP,143.33,0.2418306876333411
2021-12-15,2021,REGION XI,"meat, fish and eggs",Eggs,Unit,Retail,PHP,7.19,-1.2240493592304105
2021-12-15,2021,REGION XI,"meat, fish and eggs","Meat (pork, with bones)",KG,Retail,PHP,284.75,1.7645628473767794
2021-12-15,2021,REGION XI,pulses and nuts,Beans (mung),KG,Retail,PHP,112.5,-0.09012966086680194
2021-12-15,2021,REGION XI,pulses and nuts,Groundnuts (shelled),KG,Retail,PHP,101.25,-0.2112634241047717
2021-12-15,2021,REGION XI,vegetables and fruits,Bananas (lakatan),KG,Retail,PHP,32.5,-0.9515253105590313
2021-12-15,2021,REGION XI,vegetables and fruits,Bitter melon,KG,Retail,PHP,83.25,-0.4050774452855233
2021-12-15,2021,REGION XI,vegetables and fruits,Cabbage,KG,Retail,PHP,82.63,-0.41175326157063813
2021-12-15,2021,REGION XI,vegetables and fruits,Calamansi,KG,Retail,PHP,58.75,-0.6688798630037686
2021-12-15,2021,REGION XI,vegetables and fruits,Carrots,KG,Retail,PHP,115.75,-0.05513546259805512
2021-12-15,2021,REGION XI,vegetables and fruits,Coconut,KG,Retail,PHP,22.17,-1.0627530238255405
2021-12-15,2021,REGION XI,vegetables and fruits,Eggplants,KG,Retail,PHP,54.75,-0.71194964548838
2021-12-15,2021,REGION XI,vegetables and fruits,Ginger,KG,Retail,PHP,93.24,-0.2975106635302062
2021-12-15,2021,REGION XI,vegetables and fruits,Onions (red),KG,Retail,PHP,212.5,0.9866149012484848
2021-12-15,2021,REGION XI,vegetables and fruits,Squashes,KG,Retail,PHP,33.13,-0.9447418198177051
2021-12-15,2021,REGION XI,vegetables and fruits,Tomatoes,KG,Retail,PHP,60.75,-0.6473449717614629
2021-12-15,2021,REGION XI,cereals and tubers,"Rice (regular, milled)",KG,Retail,PHP,35.84,-0.9155620421843808
2021-12-15,2021,REGION XI,cereals and tubers,Rice (special),KG,Retail,PHP,51.05,-0.7517891942866457
2021-12-15,2021,REGION XI,"meat, fish and eggs",Fish (roundscad),KG,Retail,PHP,182.5,0.6635915326138988
2021-12-15,2021,REGION XI,"meat, fish and eggs","Meat (beef, chops with bones)",KG,Retail,PHP,352.5,2.4940572882098864
2021-12-15,2021,REGION XI,"meat, fish and eggs","Meat (chicken, whole)",KG,Retail,PHP,161.25,0.43478331316440033
2021-12-15,2021,REGION XI,"meat, fish and eggs",Meat (pork),KG,Retail,PHP,317.5,2.1171966914695357
2021-12-15,2021,REGION XI,"meat, fish and eggs","Meat (pork, with bones)",KG,Retail,PHP,281.25,1.7268767877027444
2021-12-15,2021,REGION XI,pulses and nuts,Groundnuts (shelled),KG,Retail,PHP,106.67,-0.15290386883812315
2021-12-15,2021,REGION XI,vegetables and fruits,Bananas (latundan),KG,Retail,PHP,23.75,-1.0457404597441189
2021-12-15,2021,REGION XI,vegetables and fruits,Beans (string),KG,Retail,PHP,48.75,-0.7765543192152973
2021-12-15,2021,REGION XI,vegetables and fruits,Cabbage,KG,Retail,PHP,48.75,-0.7765543192152973
2021-12-15,2021,REGION XI,vegetables and fruits,Cabbage (chinese),KG,Retail,PHP,69.38,-0.5544219160509136
2021-12-15,2021,REGION XI,vegetables and fruits,Choko,KG,Retail,PHP,20.5,-1.0807346580128658
2021-12-15,2021,REGION XI,vegetables and fruits,Coconut,KG,Retail,PHP,19.38,-1.092794197108557
2021-12-15,2021,REGION XI,vegetables and fruits,Eggplants,KG,Retail,PHP,41.88,-0.8505266706326174
2021-12-15,2021,REGION XI,vegetables and fruits,Squashes,KG,Retail,PHP,20.63,-1.079334890082116
2021-12-15,2021,REGION XI,cereals and tubers,Rice (special),KG,Retail,PHP,55.86,-0.6999977808489004
2021-12-15,2021,REGION XI,cereals and tubers,Rice (well milled),KG,Retail,PHP,43.86,-0.8292071283027348
2021-12-15,2021,REGION XI,"meat, fish and eggs",Eggs,Unit,Retail,PHP,7.63,-1.2193116831571031
2021-12-15,2021,REGION XI,"meat, fish and eggs",Fish (milkfish),KG,Retail,PHP,178.75,0.6232136115345756
2021-12-15,2021,REGION XI,"meat, fish and eggs",Fish (tilapia),KG,Retail,PHP,150,0.31364954992643057
2021-12-15,2021,REGION XI,"meat, fish and eggs",Meat (beef),KG,Retail,PHP,341.25,2.3729235249719163
2021-12-15,2021,REGION XI,"meat, fish and eggs","Meat (beef, chops with bones)",KG,Retail,PHP,300,1.9287663930993606
2021-12-15,2021,REGION XI,"meat, fish and eggs","Meat (pork, with bones)",KG,Retail,PHP,244.25,1.3284812997200883
2021-12-15,2021,REGION XI,pulses and nuts,Beans (mung),KG,Retail,PHP,92.5,-0.3054785732898593
2021-12-15,2021,REGION XI,pulses and nuts,Groundnuts (unshelled),KG,Retail,PHP,91.67,-0.31441555315541614
2021-12-15,2021,REGION XI,vegetables and fruits,Bananas (lakatan),KG,Retail,PHP,46.25,-0.8034729332681794
2021-12-15,2021,REGION XI,vegetables and fruits,Bananas (latundan),KG,Retail,PHP,31.88,-0.9582011268441462
2021-12-15,2021,REGION XI,vegetables and fruits,Cabbage,KG,Retail,PHP,65,-0.6015833278715631
2021-12-15,2021,REGION XI,vegetables and fruits,Calamansi,KG,Retail,PHP,48.75,-0.7765543192152973
2021-12-15,2021,REGION XI,vegetables and fruits,Coconut,KG,Retail,PHP,20.25,-1.083426519418154
2021-12-15,2021,REGION XI,vegetables and fruits,Eggplants,KG,Retail,PHP,50.63,-0.7563115214475299
2021-12-15,2021,REGION XI,vegetables and fruits,Ginger,KG,Retail,PHP,90.75,-0.3243216031268768
2021-12-15,2021,REGION XI,vegetables and fruits,Squashes,KG,Retail,PHP,29.38,-0.9851197408970284
2021-12-15,2021,REGION XI,cereals and tubers,Maize (yellow),KG,Retail,PHP,14.33,-1.147169797495379
2021-12-15,2021,REGION XI,"meat, fish and eggs",Anchovies,KG,Retail,PHP,253.33,1.4262497059601564
2021-12-15,2021,REGION XI,"meat, fish and eggs",Eggs,Unit,Retail,PHP,7.17,-1.2242647081428335
2021-12-15,2021,REGION XI,"meat, fish and eggs",Fish (roundscad),KG,Retail,PHP,152.5,0.3405681639793128
2021-12-15,2021,REGION XI,"meat, fish and eggs",Fish (tilapia),KG,Retail,PHP,140,0.2059750937149019
