date,year,region,category,commodity,unit,pricetype,currency,price,price_zscore
2018-01-15,2018,BARMM,cereals and tubers,Potatoes (Irish),KG,Retail,PHP,65.08,-0.600721932221871
2018-01-15,2018,BARMM,cereals and tubers,"Rice (regular, milled)",KG,Retail,PHP,39.2,-0.8793834248973071
2018-01-15,2018,BARMM,cereals and tubers,Sweet potatoes,KG,Retail,PHP,39.08,-0.8806755183718454
2018-01-15,2018,BARMM,"meat, fish and eggs",Eggs,Unit,Retail,PHP,5.65,-1.2406312254869858
2018-01-15,2018,BARMM,"meat, fish and eggs",Fish (fresh),KG,Retail,PHP,164.46,0.46934681360830116
2018-01-15,2018,BARMM,"meat, fish and eggs","Meat (chicken, whole)",KG,Retail,PHP,165.85,0.4843135630217035
2018-01-15,2018,BARMM,pulses and nuts,Beans (mung),KG,Retail,PHP,79.2,-0.4486856000511924
2018-01-15,2018,BARMM,vegetables and fruits,Cabbage,KG,Wholesale,PHP,55.87,-0.6998901063926888
2018-01-15,2018,BARMM,vegetables and fruits,Onions (red),KG,Retail,PHP,115.85,-0.054058718035939896
2018-01-15,2018,BARMM,vegetables and fruits,Tomatoes,KG,Retail,PHP,35.85,-0.9154543677281692
2018-01-15,2018,BARMM,vegetables and fruits,Tomatoes,KG,Wholesale,PHP,31.4,-0.9633695007422994
2018-01-15,2018,CAR,cereals and tubers,Potatoes (Irish),KG,Retail,PHP,52.85,-0.7324077921685705
2018-01-15,2018,CAR,cereals and tubers,Sweet potatoes,KG,Retail,PHP,60.31,-0.6520826478347701
2018-01-15,2018,CAR,"meat, fish and eggs",Eggs,Unit,Retail,PHP,5.7,-1.240092853205928
2018-01-15,2018,CAR,"meat, fish and eggs",Fish (fresh),KG,Retail,PHP,136,0.16290531123029045
2018-01-15,2018,CAR,"meat, fish and eggs","Meat (beef, chops with bones)",KG,Retail,PHP,270,1.6057430244647746
2018-01-15,2018,CAR,"meat, fish and eggs","Meat (chicken, whole)",KG,Retail,PHP,190,0.7443473747725453
2018-01-15,2018,CAR,"meat, fish and eggs",Meat (pork),KG,Retail,PHP,220,1.0673707434071313
2018-01-15,2018,CAR,vegetables and fruits,Cabbage,KG,Retail,PHP,54.08,-0.7191638340545525
2018-01-15,2018,CAR,vegetables and fruits,Cabbage,KG,Wholesale,PHP,23.46,-1.0488630189742532
2018-01-15,2018,CAR,vegetables and fruits,Carrots,KG,Retail,PHP,84.15,-0.3953867442264857
2018-01-15,2018,CAR,vegetables and fruits,Carrots,KG,Wholesale,PHP,37.68,-0.8957499422414594
2018-01-15,2018,CAR,vegetables and fruits,Garlic,KG,Retail,PHP,285.38,1.7713463381181058
2018-01-15,2018,CAR,vegetables and fruits,Tomatoes,KG,Retail,PHP,43.92,-0.8285610815654656
2018-01-15,2018,NCR,cereals and tubers,Maize flour (yellow),KG,Retail,PHP,30.24,-0.9758597376628368
2018-01-15,2018,NCR,cereals and tubers,Potatoes (Irish),KG,Retail,PHP,68.12,-0.5679888975335662
2018-01-15,2018,NCR,cereals and tubers,"Rice (milled, superior)",KG,Retail,PHP,42.13,-0.8478348092273292
2018-01-15,2018,NCR,cereals and tubers,"Rice (regular, milled)",KG,Wholesale,PHP,38.02,-0.8920890107302674
2018-01-15,2018,NCR,cereals and tubers,Sweet potatoes,KG,Retail,PHP,50.73,-0.7552347768854146
2018-01-15,2018,NCR,"meat, fish and eggs",Fish (fresh),KG,Retail,PHP,143.24,0.2408616175274373
2018-01-15,2018,NCR,"meat, fish and eggs","Meat (beef, chops with bones)",KG,Retail,PHP,278.38,1.6959742187700357
2018-01-15,2018,NCR,"meat, fish and eggs",Meat (pork),KG,Retail,PHP,212.64,0.988122343635446
2018-01-15,2018,NCR,pulses and nuts,Beans (mung),KG,Retail,PHP,89.53,-0.3374578867846833
2018-01-15,2018,NCR,vegetables and fruits,Carrots,KG,Retail,PHP,65.84,-0.5925386735497947
2018-01-15,2018,NCR,vegetables and fruits,Garlic,KG,Retail,PHP,292.81,1.8513484590832716
2018-01-15,2018,NCR,vegetables and fruits,Onions (red),KG,Retail,PHP,108.66,-0.131476652052029
2018-01-15,2018,REGION I,cereals and tubers,Potatoes (Irish),KG,Retail,PHP,66.15,-0.5892007654072373
2018-01-15,2018,REGION I,cereals and tubers,"Rice (regular, milled)",KG,Retail,PHP,36.76,-0.9056559922129203
2018-01-15,2018,REGION I,cereals and tubers,"Rice (regular, milled)",KG,Wholesale,PHP,35,-0.9246066965061491
2018-01-15,2018,REGION I,cereals and tubers,Sweet potatoes,KG,Retail,PHP,41.92,-0.8500959728077713
2018-01-15,2018,REGION I,cereals and tubers,Sweet potatoes,KG,Wholesale,PHP,27.89,-1.001163234872546
2018-01-15,2018,REGION I,"meat, fish and eggs",Eggs,Unit,Wholesale,PHP,4.71,-1.2507526243708695
2018-01-15,2018,REGION I,"meat, fish and eggs","Meat (chicken, whole)",KG,Retail,PHP,143.23,0.24075394307122555
2018-01-15,2018,REGION I,"meat, fish and eggs",Meat (pork),KG,Retail,PHP,210.04,0.9601269850204487
2018-01-15,2018,REGION I,pulses and nuts,Beans (mung),KG,Retail,PHP,70.1,-0.5466693552036835
2018-01-15,2018,REGION I,vegetables and fruits,Cabbage,KG,Retail,PHP,79.19,-0.44879327450740397
2018-01-15,2018,REGION I,vegetables and fruits,Cabbage,KG,Wholesale,PHP,40.15,-0.8691543515572119
2018-01-15,2018,REGION I,vegetables and fruits,Carrots,KG,Wholesale,PHP,53.31,-0.7274547671828402
2018-01-15,2018,REGION I,vegetables and fruits,Onions (white),KG,Retail,PHP,54.23,-0.7175487172113796
2018-01-15,2018,REGION I,vegetables and fruits,Tomatoes,KG,Retail,PHP,29.77,-0.9809204371047787
2018-01-15,2018,REGION I,vegetables and fruits,Tomatoes,KG,Wholesale,PHP,22.69,-1.057153952102541
2018-01-15,2018,REGION II,cereals and tubers,Potatoes (Irish),KG,Retail,PHP,55.85,-0.7001054553051119
2018-01-15,2018,REGION II,cereals and tubers,"Rice (regular, milled)",KG,Retail,PHP,36.86,-0.9045792476508049
2018-01-15,2018,REGION II,cereals and tubers,"Rice (regular, milled)",KG,Wholesale,PHP,36.4,-0.9095322726365351
2018-01-15,2018,REGION II,cereals and tubers,Sweet potatoes,KG,Retail,PHP,36,-0.9138392508849963
2018-01-15,2018,REGION II,cereals and tubers,Sweet potatoes,KG,Wholesale,PHP,28,-0.9999788158542192
2018-01-15,2018,REGION II,"meat, fish and eggs",Eggs,Unit,Retail,PHP,6.35,-1.2330940135521788
2018-01-15,2018,REGION II,"meat, fish and eggs",Fish (fresh),KG,Wholesale,PHP,125.6,0.05092387677030056
2018-01-15,2018,REGION II,"meat, fish and eggs","Meat (beef, chops with bones)",KG,Retail,PHP,194,0.7874171572571568
2018-01-15,2018,REGION II,"meat, fish and eggs","Meat (chicken, whole)",KG,Retail,PHP,156,0.37825422365334777
2018-01-15,2018,REGION II,"meat, fish and eggs",Meat (pork),KG,Retail,PHP,209.85,0.9580811703524297
2018-01-15,2018,REGION II,vegetables and fruits,Cabbage,KG,Wholesale,PHP,16.03,-1.128865139939419
2018-01-15,2018,REGION II,vegetables and fruits,Carrots,KG,Retail,PHP,40.92,-0.8608634184289242
2018-01-15,2018,REGION II,vegetables and fruits,Carrots,KG,Wholesale,PHP,31.69,-0.9602469415121652
2018-01-15,2018,REGION II,vegetables and fruits,Garlic,KG,Retail,PHP,168,0.5074635711071822
2018-01-15,2018,REGION II,vegetables and fruits,Onions (red),KG,Retail,PHP,112,-0.09551338367737837
2018-01-15,2018,REGION II,vegetables and fruits,Onions (white),KG,Retail,PHP,64,-0.612350773492716
2018-01-15,2018,REGION III,cereals and tubers,Potatoes (Irish),KG,Retail,PHP,59.83,-0.6572510217329235
2018-01-15,2018,REGION III,cereals and tubers,"Rice (milled, superior)",KG,Retail,PHP,42.9,-0.8395438760990415
2018-01-15,2018,REGION III,cereals and tubers,"Rice (regular, milled)",KG,Retail,PHP,38.08,-0.8914429639929984
2018-01-15,2018,REGION III,"meat, fish and eggs",Eggs,Unit,Retail,PHP,5.71,-1.2399851787497167
2018-01-15,2018,REGION III,vegetables and fruits,Cabbage,KG,Retail,PHP,39,-0.8815369140215377
2018-01-15,2018,REGION III,vegetables and fruits,Cabbage,KG,Wholesale,PHP,20.14,-1.0846109384364808
2018-01-15,2018,REGION III,vegetables and fruits,Carrots,KG,Retail,PHP,53,-0.7307926753253976
2018-01-15,2018,REGION III,vegetables and fruits,Onions (red),KG,Retail,PHP,88.61,-0.34736393675614397
2018-01-15,2018,REGION III,vegetables and fruits,Onions (white),KG,Retail,PHP,57.83,-0.6787859129752293
2018-01-15,2018,REGION III,vegetables and fruits,Tomatoes,KG,Retail,PHP,30.78,-0.9700453170274143
2018-01-15,2018,REGION IV-A,cereals and tubers,Potatoes (Irish),KG,Retail,PHP,65,-0.6015833278715631
2018-01-15,2018,REGION IV-A,cereals and tubers,"Rice (regular, milled)",KG,Retail,PHP,34.54,-0.9295597214918796
2018-01-15,2018,REGION IV-A,cereals and tubers,"Rice (regular, milled)",KG,Wholesale,PHP,36,-0.9138392508849963
2018-01-15,2018,REGION IV-A,cereals and tubers,Sweet potatoes,KG,Retail,PHP,45.39,-0.8127329365023709
2018-01-15,2018,REGION IV-A,"meat, fish and eggs","Meat (beef, chops with bones)",KG,Retail,PHP,248.33,1.3724124778543922
2018-01-15,2018,REGION IV-A,"meat, fish and eggs","Meat (chicken, whole)",KG,Retail,PHP,139.78,0.2036062556782483
2018-01-15,2018,REGION IV-A,"meat, fish and eggs",Meat (pork),KG,Retail,PHP,217,1.0350684065436726
2018-01-15,2018,REGION IV-A,pulses and nuts,Beans (mung),KG,Retail,PHP,81.67,-0.42209000936694485
2018-01-15,2018,REGION IV-A,vegetables and fruits,Carrots,KG,Retail,PHP,62.67,-0.6266714761688493
2018-01-15,2018,REGION IV-A,vegetables and fruits,Garlic,KG,Retail,PHP,96,-0.26779251361582423
2018-01-15,2018,REGION IV-A,vegetables and fruits,Onions (white),KG,Retail,PHP,87,-0.36469952420620005
2018-01-15,2018,REGION IV-A,vegetables and fruits,Tomatoes,KG,Wholesale,PHP,28.48,-0.9948104419560658
2018-01-15,2018,REGION IV-B,cereals and tubers,"Rice (regular, milled)",KG,Retail,PHP,32.97,-0.9464646111170895
2018-01-15,2018,REGION IV-B,cereals and tubers,"Rice (regular, milled)",KG,Wholesale,PHP,32.8,-0.9482950768726855
2018-01-15,2018,REGION IV-B,"meat, fish and eggs",Eggs,Unit,Retail,PHP,6,-1.2368626195195824
2018-01-15,2018,REGION IV-B,"meat, fish and eggs",Fish (fresh),KG,Retail,PHP,228.16,1.1552330996757387
2018-01-15,2018,REGION IV-B,"meat, fish and eggs","Meat (beef, chops with bones)",KG,Retail,PHP,222.62,1.0955814509345518
2018-01-15,2018,REGION IV-B,vegetables and fruits,Cabbage,KG,Retail,PHP,80.77,-0.4317807104259825
2018-01-15,2018,REGION IV-B,vegetables and fruits,Carrots,KG,Retail,PHP,107.08,-0.1484892161334505
2018-01-15,2018,REGION IX,cereals and tubers,Potatoes (Irish),KG,Retail,PHP,78,-0.4616065347965759
2018-01-15,2018,REGION IX,cereals and tubers,"Rice (regular, milled)",KG,Retail,PHP,38.92,-0.8823983096712299
2018-01-15,2018,REGION IX,"meat, fish and eggs",Fish (fresh),KG,Retail,PHP,164.9,0.4740844896816084
2018-01-15,2018,REGION IX,"meat, fish and eggs","Meat (beef, chops with bones)",KG,Retail,PHP,170,0.5289984623494879
2018-01-15,2018,REGION IX,"meat, fish and eggs","Meat (chicken, whole)",KG,Retail,PHP,150.62,0.3203253662115454
2018-01-15,2018,REGION IX,vegetables and fruits,Carrots,KG,Retail,PHP,68,-0.5692809910081046
2018-01-15,2018,REGION IX,vegetables and fruits,Onions (red),KG,Retail,PHP,99.23,-0.23301366425950046
2018-01-15,2018,REGION IX,vegetables and fruits,Tomatoes,KG,Retail,PHP,35,-0.9246066965061491
2018-01-15,2018,REGION V,cereals and tubers,"Rice (regular, milled)",KG,Retail,PHP,37.76,-0.8948885465917673
2018-01-15,2018,REGION V,cereals and tubers,"Rice (regular, milled)",KG,Wholesale,PHP,36.85,-0.9046869221070164
2018-01-15,2018,REGION V,"meat, fish and eggs",Fish (fresh),KG,Retail,PHP,126.82,0.06406016042810704
2018-01-15,2018,REGION V,"meat, fish and eggs","Meat (beef, chops with bones)",KG,Retail,PHP,255.33,1.4477845972024623
2018-01-15,2018,REGION V,pulses and nuts,Beans (mung),KG,Retail,PHP,96.22,-0.2654236755791706
2018-01-15,2018,REGION V,vegetables and fruits,Cabbage,KG,Wholesale,PHP,31.61,-0.9611083371618574
2018-01-15,2018,REGION V,vegetables and fruits,Carrots,KG,Retail,PHP,73.78,-0.507045155317841
2018-01-15,2018,REGION V,vegetables and fruits,Onions (red),KG,Retail,PHP,129.33,0.09108644893720096
2018-01-15,2018,REGION V,vegetables and fruits,Onions (white),KG,Retail,PHP,101.78,-0.20555667792556068
2018-01-15,2018,REGION VI,cereals and tubers,Potatoes (Irish),KG,Retail,PHP,89.69,-0.3357350954852989
2018-01-15,2018,REGION VI,cereals and tubers,"Rice (milled, superior)",KG,Retail,PHP,46.45,-0.8013194441439488
2018-01-15,2018,REGION VI,cereals and tubers,"Rice (regular, milled)",KG,Retail,PHP,41.71,-0.8523571363882133
2018-01-15,2018,REGION VI,cereals and tubers,"Rice (regular, milled)",KG,Wholesale,PHP,32.91,-0.9471106578543587
2018-01-15,2018,REGION VI,cereals and tubers,Sweet potatoes,KG,Retail,PHP,39.85,-0.8723845852435578
2018-01-15,2018,REGION VI,"meat, fish and eggs",Eggs,Unit,Retail,PHP,6.78,-1.2284640119350831
2018-01-15,2018,REGION VI,"meat, fish and eggs","Meat (beef, chops with bones)",KG,Retail,PHP,204.42,0.8996139406295695
2018-01-15,2018,REGION VI,"meat, fish and eggs","Meat (chicken, whole)",KG,Retail,PHP,147.5,0.2867309358735484
2018-01-15,2018,REGION VI,"meat, fish and eggs",Meat (pork),KG,Retail,PHP,204,0.8950916134686854
2018-01-15,2018,REGION VI,pulses and nuts,Beans (mung),KG,Retail,PHP,80,-0.44007164355427014
2018-01-15,2018,REGION VI,vegetables and fruits,Carrots,KG,Retail,PHP,102.46,-0.1982348149031768
2018-01-15,2018,REGION VI,vegetables and fruits,Carrots,KG,Wholesale,PHP,41.53,-0.8542952766000209
2018-01-15,2018,REGION VI,vegetables and fruits,Garlic,KG,Retail,PHP,300,1.9287663930993606
2018-01-15,2018,REGION VI,vegetables and fruits,Onions (red),KG,Retail,PHP,143.23,0.24075394307122555
2018-01-15,2018,REGION VI,vegetables and fruits,Onions (white),KG,Retail,PHP,93.73,-0.2922346151758412
2018-01-15,2018,REGION VI,vegetables and fruits,Tomatoes,KG,Retail,PHP,60.38,-0.6513289266412894
2018-01-15,2018,REGION VII,cereals and tubers,Maize flour (white),KG,Retail,PHP,39.3,-0.8783066803351919
2018-01-15,2018,REGION VII,cereals and tubers,Maize flour (white),KG,Wholesale,PHP,31.81,-0.9589548480376268
2018-01-15,2018,REGION VII,cereals and tubers,Potatoes (Irish),KG,Retail,PHP,67.65,-0.573049596975508
2018-01-15,2018,REGION VII,cereals and tubers,"Rice (regular, milled)",KG,Retail,PHP,40.01,-0.8706617939441734
2018-01-15,2018,REGION VII,cereals and tubers,"Rice (regular, milled)",KG,Wholesale,PHP,34.38,-0.931282512791264
2018-01-15,2018,REGION VII,cereals and tubers,Sweet potatoes,KG,Retail,PHP,32.62,-0.9502332170844929
2018-01-15,2018,REGION VII,"meat, fish and eggs",Eggs,Unit,Retail,PHP,5.77,-1.2393391320124476
2018-01-15,2018,REGION VII,"meat, fish and eggs",Fish (fresh),KG,Retail,PHP,166.28,0.4889435646387993
2018-01-15,2018,REGION VII,"meat, fish and eggs","Meat (beef, chops with bones)",KG,Retail,PHP,195.52,0.8037836746013092
2018-01-15,2018,REGION VII,"meat, fish and eggs",Meat (pork),KG,Retail,PHP,217.04,1.0354991043685187
2018-01-15,2018,REGION VII,pulses and nuts,Beans (mung),KG,Retail,PHP,77.54,-0.4665595597823061
2018-01-15,2018,REGION VII,vegetables and fruits,Cabbage,KG,Wholesale,PHP,49.54,-0.7680480371745866
2018-01-15,2018,REGION VII,vegetables and fruits,Carrots,KG,Retail,PHP,61.12,-0.6433610168816363
2018-01-15,2018,REGION VII,vegetables and fruits,Garlic,KG,Retail,PHP,116.19,-0.050397786524747884
2018-01-15,2018,REGION VII,vegetables and fruits,Onions (white),KG,Retail,PHP,60.13,-0.6540207880465776
2018-01-15,2018,REGION VII,vegetables and fruits,Tomatoes,KG,Retail,PHP,53.82,-0.7219633699160523
2018-01-15,2018,REGION VIII,cereals and tubers,Potatoes (Irish),KG,Retail,PHP,96.31,-0.2644546054732668
2018-01-15,2018,REGION VIII,cereals and tubers,"Rice (regular, milled)",KG,Retail,PHP,38.37,-0.888320404762864
2018-01-15,2018,REGION VIII,cereals and tubers,Sweet potatoes,KG,Retail,PHP,46.07,-0.805411073479987
2018-01-15,2018,REGION VIII,"meat, fish and eggs","Meat (beef, chops with bones)",KG,Retail,PHP,190,0.7443473747725453
2018-01-15,2018,REGION VIII,"meat, fish and eggs","Meat (chicken, whole)",KG,Retail,PHP,162.19,0.444904712048284
2018-01-15,2018,REGION VIII,pulses and nuts,Beans (mung),KG,Retail,PHP,80,-0.44007164355427014
2018-01-15,2018,REGION VIII,vegetables and fruits,Cabbage,KG,Retail,PHP,75.69,-0.486479334181439
2018-01-15,2018,REGION VIII,vegetables and fruits,Carrots,KG,Retail,PHP,109.54,-0.12200129990541436
2018-01-15,2018,REGION VIII,vegetables and fruits,Onions (white),KG,Retail,PHP,118.78,-0.02251010236596192
2018-01-15,2018,REGION VIII,vegetables and fruits,Tomatoes,KG,Retail,PHP,67.46,-0.5750954116435272
2018-01-15,2018,REGION X,cereals and tubers,Potatoes (Irish),KG,Retail,PHP,77.86,-0.46311397718353725
2018-01-15,2018,REGION X,cereals and tubers,"Rice (regular, milled)",KG,Retail,PHP,40.53,-0.8650627222211738
2018-01-15,2018,REGION X,"meat, fish and eggs",Eggs,Unit,Retail,PHP,5.47,-1.2425693656987933
2018-01-15,2018,REGION X,"meat, fish and eggs",Fish (fresh),KG,Retail,PHP,158.57,0.4059265588997106
2018-01-15,2018,REGION X,vegetables and fruits,Onions (red),KG,Retail,PHP,140.14,0.20748253610186318
2018-01-15,2018,REGION X,vegetables and fruits,Tomatoes,KG,Retail,PHP,52.57,-0.7354226769424934
2018-01-15,2018,REGION XI,cereals and tubers,Maize flour (white),KG,Retail,PHP,36.99,-0.9031794797200549
2018-01-15,2018,REGION XI,cereals and tubers,Maize flour (white),KG,Wholesale,PHP,32.82,-0.9480797279602625
2018-01-15,2018,REGION XI,cereals and tubers,Maize flour (yellow),KG,Retail,PHP,26.06,-1.0208676603592557
2018-01-15,2018,REGION XI,cereals and tubers,Potatoes (Irish),KG,Retail,PHP,63.92,-0.6132121691424082
2018-01-15,2018,REGION XI,cereals and tubers,"Rice (milled, superior)",KG,Retail,PHP,48.01,-0.7845222289749505
2018-01-15,2018,REGION XI,cereals and tubers,"Rice (regular, milled)",KG,Wholesale,PHP,41.93,-0.8499882983515598
2018-01-15,2018,REGION XI,"meat, fish and eggs",Fish (fresh),KG,Retail,PHP,136.83,0.17184229109584745
2018-01-15,2018,REGION XI,"meat, fish and eggs","Meat (chicken, whole)",KG,Retail,PHP,149.54,0.30869652494070016
2018-01-15,2018,REGION XI,"meat, fish and eggs",Meat (pork),KG,Retail,PHP,200,0.8520218309840739
2018-01-15,2018,REGION XI,vegetables and fruits,Onions (red),KG,Retail,PHP,116.77,-0.04415266806447924
2018-01-15,2018,REGION XI,vegetables and fruits,Tomatoes,KG,Retail,PHP,30.46,-0.9734908996261831
2018-01-15,2018,REGION XII,cereals and tubers,"Rice (milled, superior)",KG,Retail,PHP,42,-0.8492345771580792
2018-01-15,2018,REGION XII,cereals and tubers,"Rice (milled, superior)",KG,Wholesale,PHP,39,-0.8815369140215377
2018-01-15,2018,REGION XII,cereals and tubers,"Rice (regular, milled)",KG,Retail,PHP,41,-0.860002022779232
2018-01-15,2018,REGION XII,cereals and tubers,"Rice (regular, milled)",KG,Wholesale,PHP,37.8,-0.8944578487669211
2018-01-15,2018,REGION XII,cereals and tubers,Sweet potatoes,KG,Retail,PHP,24.6,-1.036588130966139
2018-01-15,2018,REGION XII,"meat, fish and eggs",Fish (fresh),KG,Retail,PHP,158.86,0.4090491181298451
2018-01-15,2018,REGION XII,"meat, fish and eggs","Meat (beef, chops with bones)",KG,Retail,PHP,193.43,0.7812797132530996
2018-01-15,2018,REGION XII,"meat, fish and eggs","Meat (chicken, whole)",KG,Retail,PHP,147.14,0.2828546554499332
2018-01-15,2018,REGION XII,"meat, fish and eggs",Meat (pork),KG,Retail,PHP,180.86,0.6459329217952082
2018-01-15,2018,REGION XII,vegetables and fruits,Carrots,KG,Retail,PHP,50,-0.7630950121888561
2018-01-15,2018,REGION XII,vegetables and fruits,Onions (red),KG,Retail,PHP,137.14,0.17518019923840455
2018-01-15,2018,REGION XII,vegetables and fruits,Tomatoes,KG,Retail,PHP,34.14,-0.9338666997403406
2018-01-15,2018,REGION XIII,cereals and tubers,Potatoes (Irish),KG,Retail,PHP,85.5,-0.38085069263792937
2018-01-15,2018,REGION XIII,cereals and tubers,"Rice (regular, milled)",KG,Wholesale,PHP,33.35,-0.9423729817810514
2018-01-15,2018,REGION XIII,cereals and tubers,Sweet potatoes,KG,Retail,PHP,23.25,-1.0511241825546953
2018-01-15,2018,REGION XIII,"meat, fish and eggs",Eggs,Unit,Retail,PHP,5.17,-1.2457995993851392
2018-01-15,2018,REGION XIII,"meat, fish and eggs",Fish (fresh),KG,Retail,PHP,163.33,0.45717960005639846
2018-01-15,2018,REGION XIII,"meat, fish and eggs","Meat (beef, chops with bones)",KG,Retail,PHP,197.78,0.8281181017051146
2018-01-15,2018,REGION XIII,"meat, fish and eggs","Meat (chicken, whole)",KG,Retail,PHP,160,0.4213240061379593
2018-01-15,2018,REGION XIII,vegetables and fruits,Carrots,KG,Retail,PHP,78.17,-0.45977606904097984
2018-01-15,2018,REGION XIII,vegetables and fruits,Tomatoes,KG,Retail,PHP,42.18,-0.8472964369462715
2018-02-15,2018,BARMM,cereals and tubers,Potatoes (Irish),KG,Retail,PHP,70.33,-0.5441928427108184
2018-02-15,2018,BARMM,cereals and tubers,"Rice (regular, milled)",KG,Retail,PHP,39.53,-0.8758301678423267
2018-02-15,2018,BARMM,cereals and tubers,Sweet potatoes,KG,Retail,PHP,34.98,-0.9248220454185724
2018-02-15,2018,BARMM,"meat, fish and eggs",Fish (fresh),KG,Retail,PHP,155.67,0.3747009665983672
2018-02-15,2018,BARMM,"meat, fish and eggs","Meat (chicken, whole)",KG,Retail,PHP,155.83,0.37642375789775195
2018-02-15,2018,BARMM,"meat, fish and eggs",Meat (pork),KG,Retail,PHP,196,0.8089520484994625
2018-02-15,2018,BARMM,pulses and nuts,Beans (mung),KG,Retail,PHP,81.9,-0.4196134968740796
2018-02-15,2018,BARMM,vegetables and fruits,Cabbage,KG,Retail,PHP,45.08,-0.8160708446449283
2018-02-15,2018,BARMM,vegetables and fruits,Cabbage,KG,Wholesale,PHP,38.22,-0.889935521606037
2018-02-15,2018,BARMM,vegetables and fruits,Carrots,KG,Retail,PHP,51.92,-0.7424215165962427
2018-02-15,2018,BARMM,vegetables and fruits,Carrots,KG,Wholesale,PHP,41.92,-0.8500959728077713
2018-02-15,2018,BARMM,vegetables and fruits,Tomatoes,KG,Wholesale,PHP,21.8,-1.066736978705367
2018-02-15,2018,CAR,cereals and tubers,Potatoes (Irish),KG,Retail,PHP,56.83,-0.6895533585963821
2018-02-15,2018,CAR,cereals and tubers,"Rice (regular, milled)",KG,Retail,PHP,38.77,-0.8840134265144027
2018-02-15,2018,CAR,cereals and tubers,Sweet potatoes,KG,Retail,PHP,46.33,-0.8026115376184872
2018-02-15,2018,CAR,"meat, fish and eggs",Eggs,Unit,Retail,PHP,5.7,-1.240092853205928
2018-02-15,2018,CAR,"meat, fish and eggs","Meat (beef, chops with bones)",KG,Retail,PHP,270,1.6057430244647746
2018-02-15,2018,CAR,"meat, fish and eggs","Meat (chicken, whole)",KG,Retail,PHP,190,0.7443473747725453
2018-02-15,2018,CAR,pulses and nuts,Beans (mung),KG,Retail,PHP,116,-0.052443601192766906
2018-02-15,2018,CAR,vegetables and fruits,Cabbage,KG,Retail,PHP,48.5,-0.7792461806205855
2018-02-15,2018,CAR,vegetables and fruits,Cabbage,KG,Wholesale,PHP,25.13,-1.030881384786928
2018-02-15,2018,CAR,vegetables and fruits,Carrots,KG,Retail,PHP,69.17,-0.5566830796313557
2018-02-15,2018,CAR,vegetables and fruits,Onions (red),KG,Retail,PHP,108.83,-0.12964618629643299
2018-02-15,2018,CAR,vegetables and fruits,Onions (white),KG,Retail,PHP,107.33,-0.1457973547281623
2018-02-15,2018,CAR,vegetables and fruits,Tomatoes,KG,Retail,PHP,43.67,-0.8312529429707538
2018-02-15,2018,CAR,vegetables and fruits,Tomatoes,KG,Wholesale,PHP,19.67,-1.0896716378784226
2018-02-15,2018,NCR,cereals and tubers,Maize flour (yellow),KG,Retail,PHP,30.26,-0.9756443887504137
2018-02-15,2018,NCR,cereals and tubers,"Rice (milled, superior)",KG,Retail,PHP,42.4,-0.8449275989096179
2018-02-15,2018,NCR,cereals and tubers,"Rice (milled, superior)",KG,Wholesale,PHP,38.43,-0.8876743580255948
2018-02-15,2018,NCR,cereals and tubers,"Rice (regular, milled)",KG,Retail,PHP,38.48,-0.8871359857445373
2018-02-15,2018,NCR,cereals and tubers,"Rice (regular, milled)",KG,Wholesale,PHP,34.09,-0.9344050720213982
2018-02-15,2018,NCR,cereals and tubers,Sweet potatoes,KG,Retail,PHP,48.9,-0.7749392023721242
2018-02-15,2018,NCR,"meat, fish and eggs",Fish (fresh),KG,Retail,PHP,141.61,0.22331068116495817
2018-02-15,2018,NCR,"meat, fish and eggs","Meat (beef, chops with bones)",KG,Retail,PHP,279.87,1.7120177127455536
2018-02-15,2018,NCR,"meat, fish and eggs","Meat (chicken, whole)",KG,Retail,PHP,147.93,0.29136093749064423
2018-02-15,2018,NCR,"meat, fish and eggs",Meat (pork),KG,Retail,PHP,212.03,0.981554201806543
2018-02-15,2018,NCR,pulses and nuts,Beans (mung),KG,Retail,PHP,89.87,-0.3337969552734913
2018-02-15,2018,NCR,vegetables and fruits,Cabbage,KG,Retail,PHP,55.9,-0.6995670830240541
2018-02-15,2018,NCR,vegetables and fruits,Onions (white),KG,Retail,PHP,60.56,-0.6493907864294819
2018-02-15,2018,NCR,vegetables and fruits,Tomatoes,KG,Retail,PHP,37.85,-0.8939194764858636
2018-02-15,2018,REGION I,cereals and tubers,"Rice (regular, milled)",KG,Retail,PHP,36.95,-0.903610177544901
2018-02-15,2018,REGION I,cereals and tubers,"Rice (regular, milled)",KG,Wholesale,PHP,34.8,-0.9267601856303798
2018-02-15,2018,REGION I,cereals and tubers,Sweet potatoes,KG,Retail,PHP,43.13,-0.8370673636061764
2018-02-15,2018,REGION I,cereals and tubers,Sweet potatoes,KG,Wholesale,PHP,24.92,-1.03314254836737
2018-02-15,2018,REGION I,"meat, fish and eggs",Eggs,Unit,Retail,PHP,6.01,-1.2367549450633708
2018-02-15,2018,REGION I,"meat, fish and eggs",Fish (fresh),KG,Retail,PHP,135.78,0.16053647319363681
2018-02-15,2018,REGION I,"meat, fish and eggs",Fish (fresh),KG,Wholesale,PHP,107.35,-0.14558200581573927
2018-02-15,2018,REGION I,"meat, fish and eggs","Meat (beef, chops with bones)",KG,Retail,PHP,214.48,1.0079344435783675
