"Table 1. Average Annual Family Income, by Per Capita Income Decile Class and by Region, Province and HUCs: 2018, 2021 and 2023p",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Region/Province/HUC,2018,,,,,,,,,,,2021,,,,,,,,,,,2023,,,,,,,,,,,Percent Change (2018 to 2021),,,,,,,,,,,Percent Change (2021 to 2023),,,,,,,,,,
,(In thousands),,,,,,,,,,,(In thousands),,,,,,,,,,,(In thousands),,,,,,,,,,,(In percent),,,,,,,,,,,(In percent),,,,,,,,,,
,All Income Groups,1st Decile,2nd Decile,3rd Decile,4th Decile,5th Decile,6th Decile,7th Decile,8th Decile,9th Decile,10th Decile,All Income Groups,1st Decile,2nd Decile,3rd Decile,4th Decile,5th Decile,6th Decile,7th Decile,8th Decile,9th Decile,10th Decile,All Income Groups,1st Decile,2nd Decile,3rd Decile,4th Decile,5th Decile,6th Decile,7th Decile,8th Decile,9th Decile,10th Decile,All Income Groups,1st Decile,2nd Decile,3rd Decile,4th Decile,5th Decile,6th Decile,7th Decile,8th Decile,9th Decile,10th Decile,All Income Groups,1st Decile,2nd Decile,3rd Decile,4th Decile,5th Decile,6th Decile,7th Decile,8th Decile,9th Decile,10th Decile
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHILIPPINES,313.45,113.58,144.45,168.16,197.33,225.1,262.6,308.34,370.83,475.95,867.63,307.19,116.02,152.14,175.86,202.66,227.68,261.78,302.94,361.62,457.16,813.91,353.23,143.28,182.61,208.43,241.18,272.09,308.69,351.73,416.23,512.54,895.47,-2,2.2,5.3,4.6,2.7,1.2,-0.3,-1.8,-2.5,-4,-6.2,15,23.5,20,18.5,19,19.5,17.9,16.1,15.1,12.1,10
Aurora,284.41,118.49,139.88,167.09,168.05,182.32,192.54,211.07,308.66,430.29,924.32,278.37,111.14,139.94,163.88,180.61,193.74,215.93,258.59,288.87,378.83,850.49,305.27,147.13,177.35,191.61,193.05,222.16,234.1,249.84,315.89,416.21,903.12,-2.1,-6.2,0.1,-1.9,7.5,6.3,12.2,22.5,-6.4,-12,-8,9.7,32.4,26.7,16.9,6.9,14.7,8.4,-3.4,9.4,9.9,6.2
Bataan,397.36,157.64,212.93,246.47,278.5,325.28,344.55,365.71,449.26,506.34,1088.43,372.43,141.8,196.72,231.5,252.16,271.96,310.26,346.15,416.82,461.16,1094.39,387.33,171.24,214.86,236.54,293.56,319.31,342.43,373.08,439.84,539.15,940.88,-6.3,-10.1,-7.6,-6.1,-9.5,-16.4,-10,-5.4,-7.2,-8.9,0.6,4,20.8,9.2,2.2,16.4,17.4,10.4,7.8,5.5,16.9,-14
Bulacan,356.94,164.91,199.94,241.81,266.86,298.96,341.89,342.93,396.58,522.49,792.26,340.37,155.3,214.53,232.33,239.49,290.26,292.99,345.41,379.25,469.35,781.83,371.94,210.14,254.94,287.36,304.74,308.4,364.38,396.1,423.81,505.37,662.34,-4.6,-5.8,7.3,-3.9,-10.3,-2.9,-14.3,0.7,-4.4,-10.2,-1.3,9.3,35.3,18.8,23.7,27.3,6.3,24.4,14.7,11.8,7.7,-15.3
Nueva Ecija,308.78,127.81,160.79,178.66,200.47,230.97,244.32,271.73,324.15,448.1,902.12,267.12,138.1,160.2,174.57,200,222.03,237.85,263.9,283.22,358.99,630.67,323.63,191.23,228.6,245.74,276.03,278.35,313.45,331.85,374.87,396.85,597.76,-13.5,8.1,-0.4,-2.3,-0.2,-3.9,-2.7,-2.9,-12.6,-19.9,-30.1,21.2,38.5,42.7,40.8,38,25.4,31.8,25.8,32.4,10.6,-5.2
Pampanga (Excluding City of Angeles),333.4,197.14,236.94,259.8,286.51,294.3,319.95,319.59,351.99,440.24,628.26,372.14,229.51,255.27,268.36,321.4,323.52,357.28,383.27,422.37,474.66,684.15,431.51,281.58,320.42,348.01,384.56,361.22,417.59,451.39,476.7,521.36,750.26,11.6,16.4,7.7,3.3,12.2,9.9,11.7,19.9,20,7.8,8.9,16,22.7,25.5,29.7,19.7,11.7,16.9,17.8,12.9,9.8,9.7
City of Angeles,398.26,238.82,274.27,296.3,327.18,359.2,364.57,411.67,446.25,492.63,771.37,443.24,268.78,298.43,332.14,342.36,392.27,413.55,433.74,482.5,526.25,939.76,501.93,346.98,406.65,419.96,447.7,486.5,498.54,525.88,562.36,587.66,735.89,11.3,12.6,8.8,12.1,4.6,9.2,13.4,5.4,8.1,6.8,21.8,13.2,29.1,36.3,26.4,30.8,24,20.6,21.2,16.6,11.7,-21.7
Tarlac,280.11,129.2,164.01,197.7,197.96,226.78,243.31,282.01,322.08,399.96,638.19,305.77,153.18,183.73,204.36,230.26,230.24,269.39,306.13,346.76,432.64,699.29,367.82,182.04,254.49,275.75,298.23,324.42,352.28,351.9,396.29,496.58,744.25,9.2,18.6,12,3.4,16.3,1.5,10.7,8.6,7.7,8.2,9.6,20.3,18.8,38.5,34.9,29.5,40.9,30.8,15,14.3,14.8,6.4
Zambales (Excluding City of Olongapo),297.32,125.31,172.23,191.89,202.09,214.61,263.06,308.91,345.83,420.25,729.43,252.06,136.4,149.32,170.66,185.33,206.48,219.66,249.2,269.04,366.25,567.52,302.87,170.4,201.14,225.23,241.74,267.66,270.6,338.5,333.94,393.42,584.55,-15.2,8.9,-13.3,-11.1,-8.3,-3.8,-16.5,-19.3,-22.2,-12.9,-22.2,20.2,24.9,34.7,32,30.4,29.6,23.2,35.8,24.1,7.4,3
City of Olongapo,382.06,194.16,243.77,272.3,271.47,321.06,376.23,397.83,447.04,487.79,808.48,335.53,183.86,221.55,242.95,263.04,311.14,311.72,360.73,385.35,419.61,653.06,385.44,203.61,255.04,273.53,330.48,346.02,353.81,403.69,406.8,494.28,785.15,-12.2,-5.3,-9.1,-10.8,-3.1,-3.1,-17.2,-9.3,-13.8,-14,-19.2,14.9,10.7,15.1,12.6,25.6,11.2,13.5,11.9,5.6,17.8,20.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REGION IVA - CALABARZON,384.17,145.6,197.81,233.8,261.76,304.69,343.05,388.67,448.66,557.77,960.05,361.03,150.33,197.88,230.28,266.65,290.26,330.91,367.28,424.84,496.48,854.5,426.53,187.42,233.96,272.38,305.8,341.81,378.1,441.64,488.57,595.58,1019.18,-6,3.3,0,-1.5,1.9,-4.7,-3.5,-5.5,-5.3,-11,-11,18.1,24.7,18.2,18.3,14.7,17.8,14.3,20.3,15,20,19.3
Batangas,360.56,157.08,184.06,230.72,237.43,290.95,312.86,333.21,406.14,522.23,929.82,356.56,178.31,211.09,240.49,260.32,274.1,329.7,352.78,452.84,460.65,802.69,402.17,195.48,231.59,267.06,296.67,336.08,355.27,387.62,464.57,543.35,942.29,-1.1,13.5,14.7,4.2,9.6,-5.8,5.4,5.9,11.5,-11.8,-13.7,12.8,9.6,9.7,11.1,14,22.6,7.8,9.9,2.6,18,17.4
Cavite,394.68,161.77,236.73,267.22,280.62,322.3,389.99,400.69,486.13,556.06,845.03,392.61,175.43,227.73,272.55,302.79,334.4,351.26,395.95,427.65,517.69,917.27,457.62,223.84,288.1,310.96,339.99,390.59,448.34,458.01,496.89,661.59,954.89,-0.5,8.4,-3.8,2,7.9,3.8,-9.9,-1.2,-12,-6.9,8.6,16.6,27.6,26.5,14.1,12.3,16.8,27.6,15.7,16.2,27.8,4.1
Laguna,400.74,151.4,213.22,236.36,290.49,320.44,353.49,403.05,491.18,587.86,959.56,347.15,149.52,195.41,236.46,260.93,281.53,327.76,376.42,420.15,483.11,737.66,441.89,203.67,260.89,285.19,328.94,356.12,426,434.07,513.06,585.22,1022.61,-13.4,-1.2,-8.4,0,-10.2,-12.1,-7.3,-6.6,-14.5,-17.8,-23.1,27.3,36.2,33.5,20.6,26.1,26.5,30,15.3,22.1,21.1,38.6
Quezon (Excluding City of Lucena),233.29,104.67,131.87,152.76,159.68,177.7,187.17,218.09,256.64,314.62,629.29,221.05,100.55,132.12,144.5,157.41,166.09,181.33,210.93,235.18,298.24,583.05,247.11,146.12,168.03,174.17,190.7,192.09,206.78,234.87,275.04,299,583.16,-5.3,-3.9,0.2,-5.4,-1.4,-6.5,-3.1,-3.3,-8.4,-5.2,-7.4,11.8,45.3,27.2,20.5,21.2,15.7,14,11.4,17,0.3,0
City of Lucena,363.23,163.8,193.26,249.09,242.04,279.45,296.11,335.76,475.74,556.7,841.92,329.7,157.84,195.57,194.3,223.93,247.61,290.3,318.7,370.96,427.01,867.45,361.93,203.6,239.69,254.77,277.54,308.17,334.12,356.47,372.53,500.42,769.16,-9.2,-3.6,1.2,-22,-7.5,-11.4,-2,-5.1,-22,-23.3,3,9.8,29,22.6,31.1,23.9,24.5,15.1,11.9,0.4,17.2,-11.3
Rizal,470.41,193.74,255.84,292.27,321.48,356.4,411.83,450.39,506.95,647.67,1265.74,429.23,205.68,250.78,283.93,312.37,348.92,359.76,428.46,464.58,596.19,1039.72,506.05,217.04,268.61,309.31,349.8,362.08,409.5,516.27,571.15,673.02,1380.41,-8.8,6.2,-2,-2.9,-2.8,-2.1,-12.6,-4.9,-8.4,-8,-17.9,17.9,5.5,7.1,8.9,12,3.8,13.8,20.5,22.9,12.9,32.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAROPA REGION,257.43,110.08,140.37,153.93,164.79,180.16,196.32,225.88,266.42,348.91,787.55,255.08,106.41,132.86,151.01,162.58,180.81,199.37,220.58,263.46,367.4,765.95,267.36,116.34,156.3,162.98,172.13,196.58,208.4,232.37,280.11,344.75,803.43,-0.9,-3.3,-5.4,-1.9,-1.3,0.4,1.6,-2.4,-1.1,5.3,-2.7,4.8,9.3,17.6,7.9,5.9,8.7,4.5,5.3,6.3,-6.2,4.9
Marinduque,248.05,112.35,137.25,153.67,170.36,169.11,186.13,212,274.17,346.26,718.76,226.55,118.04,133.48,143.39,162.09,162.68,187.57,209.76,225.44,328.14,593.93,280.5,155.23,175.26,187.78,208.88,200.75,219.91,249.73,286.29,365.07,754.71,-8.7,5.1,-2.8,-6.7,-4.9,-3.8,0.8,-1.1,-17.8,-5.2,-17.4,23.8,31.5,31.3,31,28.9,23.4,17.2,19.1,27,11.3,27.1
Occidental Mindoro,242.81,83.16,122.86,127.62,146.93,156.46,165.22,198.5,231.43,342.8,852.11,245.1,90.97,121.97,139.92,152.37,165.78,203.84,211.83,275.92,365.74,720.13,269.17,98.01,135.02,161.89,168.61,187.48,192.16,221.99,280.54,373.66,871.5,0.9,9.4,-0.7,9.6,3.7,6,23.4,6.7,19.2,6.7,-15.5,9.8,7.7,10.7,15.7,10.7,13.1,-5.7,4.8,1.7,2.2,21
Oriental Mindoro,296.82,127.4,158.39,165.64,190.92,202.75,211.82,255.65,296.16,397.02,960.77,286.09,103.41,140.42,166.2,173.08,210.44,224.28,263.93,311.07,427.8,835.65,266.37,120.57,162.72,174.33,195.08,226.04,215.53,258.6,274.36,332.71,700.28,-3.6,-18.8,-11.4,0.3,-9.3,3.8,5.9,3.2,5,7.8,-13,-6.9,16.6,15.9,4.9,12.7,7.4,-3.9,-2,-11.8,-22.2,-16.2
Palawan (Excluding City of Puerto Princesa),215.06,120.05,146.69,151.67,162.26,173.98,188.74,205.73,238.13,267.34,496.95,235.61,114.1,137.32,152.85,158.03,177.32,189.26,203.51,228.09,256.95,735.97,244.42,111.91,138.52,156.72,158.55,155.71,188.79,208.56,236,305.81,779.67,9.6,-5,-6.4,0.8,-2.6,1.9,0.3,-1.1,-4.2,-3.9,48.1,3.7,-1.9,0.9,2.5,0.3,-12.2,-0.3,2.5,3.5,19,5.9
City of Puerto Princesa,340.16,153.08,190.32,198.53,223.4,267.5,287.21,339.83,420.35,455.94,864.37,313.17,135.53,162.08,182.78,207.81,227.75,233.12,276.56,369.82,483.57,848.87,354.52,171.34,198.04,226.38,247.88,260.79,297.4,318.59,403.74,523.69,895.34,-7.9,-11.5,-14.8,-7.9,-7,-14.9,-18.8,-18.6,-12,6.1,-1.8,13.2,26.4,22.2,23.9,19.3,14.5,27.6,15.2,9.2,8.3,5.5
Romblon,224.87,106.03,119.87,126.29,131.39,138.65,148.68,170.52,178.38,257.19,871.53,208.27,100.66,114.35,125.93,133.64,136.02,159.26,158.29,186.97,281.67,685.12,239.59,136.6,151.58,157.25,150.35,165.17,165.79,176.77,218.78,309.51,762.35,-7.4,-5.1,-4.6,-0.3,1.7,-1.9,7.1,-7.2,4.8,9.5,-21.4,15,35.7,32.6,24.9,12.5,21.4,4.1,11.7,17,9.9,11.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REGION V - BICOL REGION,234.93,109.5,133.79,142.3,152.48,169.06,186.52,203.88,234.31,332.15,685.15,252.01,112.61,138.8,158.68,162.27,178.79,195.46,215.26,261,359.77,737.23,287.47,142.2,164.95,180.12,197.79,203.84,222.65,243.99,288.1,391.11,839.66,7.3,2.8,3.8,11.5,6.4,5.8,4.8,5.6,11.4,8.3,7.6,14.1,26.3,18.8,13.5,21.9,14,13.9,13.3,10.4,8.7,13.9
Albay,255.12,121.99,137.38,144.22,172.23,190.44,197.26,211.25,266.25,398.2,710.63,293.29,120.64,145.24,176.21,190.31,200.18,234.82,248.24,305.17,455.46,855.34,292.12,151.76,184.25,197.78,200.11,227.58,233.28,259.77,308.5,418.58,737.54,15,-1.1,5.7,22.2,10.5,5.1,19,17.5,14.6,14.4,20.4,-0.4,25.8,26.9,12.2,5.2,13.7,-0.7,4.7,1.1,-8.1,-13.8
Camarines Norte,211.17,108,128.07,143.21,145.28,156.81,167.26,187.94,217.17,300.86,556.71,269.54,115.95,149.24,162.95,168.54,203.05,205.22,241.95,264.91,376.4,804.81,286.82,154.28,180.39,198.29,199.69,215.69,223.57,256.26,263.04,351.01,823.11,27.6,7.4,16.5,13.8,16,29.5,22.7,28.7,22,25.1,44.6,6.4,33.1,20.9,21.7,18.5,6.2,8.9,5.9,-0.7,-6.8,2.3
Camarines Sur,249.7,110.55,142.1,145.27,163.15,173.39,197.75,224.95,249.88,338.8,751.92,240.79,109.24,131.14,151.67,161.06,168.78,195.83,205.54,264.7,342.15,676.5,322.29,135.32,162.63,182,206.55,209.83,245.83,263.34,337.96,520.24,955.9,-3.6,-1.2,-7.7,4.4,-1.3,-2.7,-1,-8.6,5.9,1,-10,33.9,23.9,24,20,28.2,24.3,25.5,28.1,27.7,52.1,41.3
Catanduanes,251.03,120.92,140.09,165.34,166.4,189.88,213.37,210.09,261.19,367.64,676.89,290.67,128.43,159.91,166.79,180.25,197.23,218.83,243.83,299.66,429.62,879.34,282.19,128.45,145.58,166.73,179.07,188.24,203.03,223.58,291.22,404.81,889.03,15.8,6.2,14.1,0.9,8.3,3.9,2.6,16.1,14.7,16.9,29.9,-2.9,0,-9,0,-0.7,-4.6,-7.2,-8.3,-2.8,-5.8,1.1
Masbate,188.23,97.82,110.77,121.29,124.61,138.73,137.99,154.4,175.53,250.87,570.29,212.34,110.12,126.67,141.66,145.41,153.62,163.52,179.49,179.15,269.44,651.87,250.72,144.9,159.68,163.14,186.68,197.65,221.68,209.27,236.82,294.35,690.34,12.8,12.6,14.4,16.8,16.7,10.7,18.5,16.3,2.1,7.4,14.3,18.1,31.6,26.1,15.2,28.4,28.7,35.6,16.6,32.2,9.2,5.9
Sorsogon,232.17,116.97,142.79,153.1,163.25,178.44,186.73,183.96,233.97,299.88,661.75,228.55,119.91,146.77,154.37,164.37,168.3,185.61,196.93,212.22,292.91,642.14,239.54,143.63,155.06,163.8,168.85,185.23,187.73,195.43,221.6,303.92,668.07,-1.6,2.5,2.8,0.8,0.7,-5.7,-0.6,7.1,-9.3,-2.3,-3,4.8,19.8,5.7,6.1,2.7,10.1,1.1,-0.8,4.4,3.8,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REGION VI - WESTERN VISAYAS,283.12,127.1,147.48,164.12,174.22,192.72,204.47,240.02,304.35,416.1,859.7,292.4,116.51,146.89,160.92,172.47,189.16,223.36,248.07,307.53,444.52,914.22,320.23,149.75,173.62,199.64,222.49,241.68,256.44,294.21,336.77,464.72,861.23,3.3,-8.3,-0.4,-2,-1,-1.9,9.2,3.4,1.1,6.8,6.3,9.5,28.5,18.2,24.1,29,27.8,14.8,18.6,9.5,4.5,-5.8
Aklan,271.56,126.21,150.58,170.56,183.35,186.24,197.78,222.74,276.55,366.14,835.44,281.07,118.89,138.13,160.09,172.61,190.45,199.21,224.52,270,404.17,931.76,329.01,176.29,196.43,221.12,246.66,259.54,268.26,286.73,335,486.85,812.01,3.5,-5.8,-8.3,-6.1,-5.9,2.3,0.7,0.8,-2.4,10.4,11.5,17.1,48.3,42.2,38.1,42.9,36.3,34.7,27.7,24.1,20.5,-12.9
Antique,244.71,121.64,138.14,144.16,166.74,177.14,190.1,203.15,288.02,313.3,706.02,266.29,96.84,124.54,141.92,159.34,193.57,203.28,222.52,296.87,397.89,823.11,306.64,136.58,163.68,184.35,197.91,227.21,224.8,287.95,288.86,474.05,878.78,8.8,-20.4,-9.9,-1.6,-4.4,9.3,6.9,9.5,3.1,27,16.6,15.2,41,31.4,29.9,24.2,17.4,10.6,29.4,-2.7,19.1,6.8
Capiz,233.93,137.52,150.38,163.31,170.95,183.73,190.7,208.45,226.09,286.58,620.98,246.89,148.12,175.28,170.23,187.7,192.73,205.06,224.35,240.87,299.11,623.38,267.17,144.64,171.89,195.75,219.14,205.92,236.93,240.27,290.54,336.85,628.55,5.5,7.7,16.6,4.2,9.8,4.9,7.5,7.6,6.5,4.4,0.4,8.2,-2.4,-1.9,15,16.8,6.8,15.5,7.1,20.6,12.6,0.8
Iloilo (Excluding City of Iloilo),284.82,125.17,143.32,150.72,172.38,179.1,202.63,240.68,313.53,453.61,866.13,296.18,113.9,143.56,150.37,153.08,172.84,220.89,255.3,334.74,499.7,914.84,317.32,146.75,165.19,188.28,209.58,236.12,256.32,284.6,332.18,453.98,897.31,4,-9,0.2,-0.2,-11.2,-3.5,9,6.1,6.8,10.2,5.6,7.1,28.8,15.1,25.2,36.9,36.6,16,11.5,-0.8,-9.2,-1.9
City of Iloilo,450.81,192.63,213.9,258.39,277.73,298.43,375.61,401.9,481.92,647.86,1360.15,445.91,169.53,209.88,267.29,276.47,304.78,329.47,411.19,489.96,587.52,1408.69,478.73,221.59,261.94,310.2,373.89,393.68,372.27,474.13,508.76,689.99,1174.44,-1.1,-12,-1.9,3.4,-0.5,2.1,-12.3,2.3,1.7,-9.3,3.6,7.4,30.7,24.8,16.1,35.2,29.2,13,15.3,3.8,17.4,-16.6
Guimaras,261.06,131.75,172.91,166.78,181.83,196.23,205.09,214.48,245.2,313,782.63,242.52,127.71,159.94,156.56,167.85,176.72,168.14,228.77,241.35,286.65,706.37,274.65,184.35,199.47,211.85,220.44,213.93,224.67,250.78,259.41,383.25,595.81,-7.1,-3.1,-7.5,-6.1,-7.7,-9.9,-18,6.7,-1.6,-8.4,-9.7,13.3,44.4,24.7,35.3,31.3,21.1,33.6,9.6,7.5,33.7,-15.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEGROS ISLAND REGION,248.4,98.23,120.97,142.09,152.43,168.83,187.56,222.71,267.03,361.4,761.01,237.42,98.64,127.14,146.33,157.27,170.34,192.63,216.47,238.78,367.82,657.09,266.29,111.85,136.94,165.32,181.19,196.88,219.93,257.75,301.94,381.97,708.57,-4.4,0.4,5.1,3,3.2,0.9,2.7,-2.8,-10.6,1.8,-13.7,12.2,13.4,7.7,13,15.2,15.6,14.2,19.1,26.5,3.9,7.8
Negros Occidental (Excluding City of Bacolod),211.74,96.98,119.78,135.7,149.04,156.17,174.2,198.28,223.74,291.89,571.13,203.96,104.94,129.71,145.02,152.87,158.57,181.56,188.95,211.21,250.85,514.09,241.78,124.88,142.39,170.59,183.62,186.29,200.26,236.63,272.78,287.63,611.28,-3.7,8.2,8.3,6.9,2.6,1.5,4.2,-4.7,-5.6,-14.1,-10,18.5,19,9.8,17.6,20.1,17.5,10.3,25.2,29.2,14.7,18.9
City of Bacolod,364.55,154.99,186.28,213.21,252.39,272.85,296.2,315.48,423.32,521.55,1010.04,353.24,166.05,198.01,237.36,263.84,284.25,303.46,343.8,393.33,521.38,819.25,367.16,190.26,243.59,268.78,279.99,331.37,344.68,363.89,451.41,505.54,690.35,-3.1,7.1,6.3,11.3,4.5,4.2,2.5,9,-7.1,0,-18.9,3.9,14.6,23,13.2,6.1,16.6,13.6,5.8,14.8,-3,-15.7
Negros Oriental,263.99,89.62,117.75,131.92,145.41,162.01,170.48,215.21,283.65,404.87,918.33,245.49,87.03,104.63,126.61,145.48,158.86,184.04,204.64,242.66,380.1,819.84,263.8,90.38,113.69,128.33,151.45,168.61,199.42,232.92,313.8,387.54,850.15,-7,-2.9,-11.2,-4,0.1,-1.9,8,-4.9,-14.5,-6.1,-10.7,7.5,3.9,8.7,1.4,4.1,6.1,8.4,13.8,29.3,2,3.7
Siquijor,298.62,123.85,140.39,181.15,179.13,201.72,236.47,283.46,282.45,442.05,914.3,323.37,151.06,164.09,166.82,176.55,227.38,252.88,269,328.79,487.65,1002.89,354.96,169.87,178.74,199.59,219.4,222,290.62,312.35,377.46,432.1,1136.51,8.3,22,16.9,-7.9,-1.4,12.7,6.9,-5.1,16.4,10.3,9.7,9.8,12.5,8.9,19.6,24.3,-2.4,14.9,16.1,14.8,-11.4,13.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REGION VII - CENTRAL VISAYAS,317.8,120.55,153.57,175.77,202.62,229.81,261.33,303.21,357.4,454.54,918.82,292.6,102.87,136.34,156.61,192.24,214.71,235.39,275.52,333.75,433.36,844.54,326.94,147.73,190.5,206.01,239.38,269.97,291.37,324.65,386.05,448.08,765.12,-7.9,-14.7,-11.2,-10.9,-5.1,-6.6,-9.9,-9.1,-6.6,-4.7,-8.1,11.7,43.6,39.7,31.5,24.5,25.7,23.8,17.8,15.7,3.4,-9.4
Bohol,293.83,123.25,144.72,163.78,168.54,192.15,229,261.61,309.24,441.46,902.57,247.83,91.74,122.62,151.01,150.4,176.62,202.24,209.67,260.81,390.02,720.31,292.49,123.15,151.89,187.27,202.34,211.31,236.34,277.92,311.3,402.23,817.38,-15.7,-25.6,-15.3,-7.8,-10.8,-8.1,-11.7,-19.9,-15.7,-11.7,-20.2,18,34.2,23.9,24,34.5,19.7,16.9,32.6,19.4,3.1,13.5
Cebu (Excluding the Cities of Cebu  Lapu-Lapu and Mandaue),273.26,112.19,140.11,162.53,181.07,220.29,227.88,275.74,291.32,383.75,738.32,264.27,95.6,122.02,144.92,158.9,195.83,206.56,227.52,293.98,385.23,808.4,293.38,147.26,181.9,191.01,218.99,238,271.18,281.63,328.74,381.89,690.88,-3.3,-14.8,-12.9,-10.8,-12.3,-11.1,-9.4,-17.5,0.9,0.4,9.5,11,54,49.1,31.8,37.8,21.5,31.3,23.8,11.8,-0.9,-14.5
City of Cebu,447.02,153.81,202.83,228.17,257.51,318.79,354.9,424.51,468.15,583.12,1483.55,355.86,163.67,201.54,250.07,254.8,284.56,324.35,354.03,419.27,473.82,829.78,386.39,210.47,249.21,295.3,311.38,335.54,361.6,400.1,461.1,498.9,738.64,-20.4,6.4,-0.6,9.6,-1.1,-10.7,-8.6,-16.6,-10.4,-18.7,-44.1,8.6,28.6,23.7,18.1,22.2,17.9,11.5,13,10,5.3,-11
City of Lapu-Lapu (Opon),383.11,151.3,201.07,222.17,276.47,297.46,337.72,369.29,439.09,596.23,941.97,418.36,159.58,214.49,249.14,278.24,313.38,334.27,400.77,417.26,627.69,1186.21,428.24,200.72,257.91,306.72,328.81,377.13,397.72,456.76,464.48,582.44,906.96,9.2,5.5,6.7,12.1,0.6,5.4,-1,8.5,-5,5.3,25.9,2.4,25.8,20.2,23.1,18.2,20.3,19,14,11.3,-7.2,-23.5
City of Mandaue ,349.01,169.38,208.04,229.77,275.42,314.27,327.09,341.79,403.99,415.53,803.88,348.79,163.68,200.65,238.68,231.56,270.92,316.84,348.53,369.05,434.03,911.66,424.81,205.41,278.58,300.24,366.91,380.13,393.71,444.78,492.57,516.6,867.29,-0.1,-3.4,-3.6,3.9,-15.9,-13.8,-3.1,2,-8.7,4.5,13.4,21.8,25.5,38.8,25.8,58.5,40.3,24.3,27.6,33.5,19,-4.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REGION VIII - EASTERN VISAYAS,226.63,96.35,117.26,128.56,131.43,150.96,168.9,181.21,227.93,330.59,732.91,242.93,100.75,123.41,136.9,148.66,160.7,179.5,202.96,249.62,355.61,769.84,267.33,128.24,152.89,168.93,180.46,196.66,211.64,230.37,267.45,385.17,751.07,7.2,4.6,5.2,6.5,13.1,6.5,6.3,12,9.5,7.6,5,10.1,27.3,23.9,23.4,21.4,22.4,17.9,13.5,7.1,8.3,-2.4
Eastern Samar,197.15,92.14,108.95,116.86,128.56,147.5,146.11,154.68,202.7,270.93,603.15,240.3,101.82,113.85,126.16,136.7,154.36,165.96,198.33,247.39,388.78,767.27,250.69,127.19,147.33,164.98,172.06,170.81,194.99,208.72,250.12,348.57,720.63,21.9,10.5,4.5,8,6.3,4.7,13.6,28.2,22.1,43.5,27.2,4.3,24.9,29.4,30.8,25.9,10.7,17.5,5.2,1.1,-10.3,-6.1
Leyte (Excluding City of Tacloban),211.09,87.97,108.64,119.39,112.66,140.92,159.54,168.93,204.71,302.97,705.35,220.5,93.61,113.65,124.32,140.11,135.42,168.23,183.43,237.2,318.73,688.67,249.97,126.58,148.45,160.35,179.93,186.28,198.57,217.26,243.88,358.23,677.85,4.5,6.4,4.6,4.1,24.4,-3.9,5.5,8.6,15.9,5.2,-2.4,13.4,35.2,30.6,29,28.4,37.6,18,18.5,2.8,12.4,-1.6
City of Tacloban,391.9,144.64,170.12,202.63,214.3,241.08,274.16,378.48,494.22,667.95,1129.98,407.84,138.51,171.45,181.36,204.81,218.31,292.59,338.11,487.79,648.32,1391.96,414.03,175.14,213.51,236.25,251.65,272.89,327.45,372.61,504.51,657.68,1123.33,4.1,-4.2,0.8,-10.5,-4.4,-9.5,6.7,-10.7,-1.3,-2.9,23.2,1.5,26.5,24.5,30.3,22.9,25,11.9,10.2,3.4,1.4,-19.3
Northern Samar,251.15,109.35,123.23,139.43,153.45,155.59,183.18,202.09,238.45,354.7,851.77,261.33,124.38,143.92,166.16,176.84,194.02,206.55,218.9,246.35,362.37,773.08,296.49,140.81,171.01,190.09,221.07,229.6,253.27,271.86,317.04,410.21,757.28,4.1,13.8,16.8,19.2,15.2,24.7,12.8,8.3,3.3,2.2,-9.2,13.5,13.2,18.8,14.4,25,18.3,22.6,24.2,28.7,13.2,-2
Samar (Western Samar),208.98,99.88,125.08,135.81,134.69,139.64,159.49,193.97,195.13,305.61,599.83,226.48,94.5,119.35,133.54,150.12,162.87,170.08,192.94,230.39,290.71,719.08,231.43,112.39,133.66,145.3,165.46,167.61,176.12,190.69,222.13,302.86,697.2,8.4,-5.4,-4.6,-1.7,11.5,16.6,6.6,-0.5,18.1,-4.9,19.9,2.2,18.9,12,8.8,10.2,2.9,3.6,-1.2,-3.6,4.2,-3
